0,1,Move,1-1-9,1-1-9 4-1-2 8-1-3 8-1-6 10-1-2
0,138,Move,3-1-8,3-1-8
0,139,Move,8-1-3,8-1-3
0,140,Move,3-1-8,3-1-8
0,141,Move,8-1-3,8-1-3
0,142,Move,3-1-8,3-1-8
0,143,Move,8-1-3,8-1-3
0,144,Move,3-1-8,3-1-8
0,145,Move,8-1-3,8-1-3
0,146,Move,3-1-8,3-1-8
0,147,Move,8-1-3,8-1-3
0,148,Move,3-1-8,3-1-8
0,149,Move,8-1-3,8-1-3
0,150,Move,3-1-8,3-1-8
0,151,Move,8-1-3,8-1-3
0,152,Move,3-1-8,3-1-8
0,153,Move,8-1-3,8-1-3
0,154,Move,3-1-8,3-1-8
0,155,Move,8-1-3,8-1-3
0,156,Move,3-1-8,3-1-8
0,157,Move,8-1-3,8-1-3
0,158,Move,3-1-8,3-1-8
0,159,Move,8-1-3,8-1-3
0,160,Move,3-1-8,3-1-8
0,161,Move,8-1-3,8-1-3
0,162,Move,3-1-8,3-1-8
0,163,Move,8-1-3,8-1-3
0,164,Move,3-1-8,3-1-8
0,165,Move,8-1-3,8-1-3
0,166,Move,3-1-8,3-1-8
0,167,Move,8-1-3,8-1-3
0,168,Move,3-1-8,3-1-8
0,169,Move,8-1-3,8-1-3
0,170,Move,3-1-8,3-1-8
0,171,Move,8-1-3,8-1-3
0,172,Move,3-1-8,3-1-8
0,173,Move,8-1-3,8-1-3
0,174,Move,3-1-8,3-1-8
0,175,Move,8-1-3,8-1-3
0,176,Move,3-1-8,3-1-8
0,177,Move,8-1-3,8-1-3
0,178,Move,3-1-8,3-1-8
0,179,Move,8-1-3,8-1-3
0,180,Move,3-1-8,3-1-8
0,181,Move,8-1-3,8-1-3
0,182,Move,3-1-8,3-1-8
0,183,Move,8-1-3,8-1-3
0,184,Move,3-1-8,3-1-8
0,185,Move,8-1-3,8-1-3
0,186,Move,3-1-8,3-1-8
0,187,Move,8-1-3,8-1-3
0,188,Move,3-1-8,3-1-8
0,189,Move,8-1-3,8-1-3
0,190,Move,3-1-8,3-1-8
0,191,Move,8-1-3,8-1-3
0,192,Move,3-1-8,3-1-8
0,193,Move,8-1-3,8-1-3
0,194,Move,3-1-8,3-1-8
0,195,Move,8-1-3,8-1-3
0,196,Move,3-1-8,3-1-8
0,197,Move,8-1-3,8-1-3
0,198,Move,3-1-8,3-1-8
0,199,Move,8-1-3,8-1-3
1,15,Move,10-2-8,10-2-2 10-2-8
1,16,Move,10-1-5,10-1-5
1,17,Move,2-1-3,2-1-3
1,18,Move,4-2-3,4-2-3 8-2-3
1,19,Move,4-1-2,4-1-2 8-2-4
1,20,Move,4-1-9,4-1-9 4-1-10 8-2-2
1,21,Move,8-2-2,8-2-2 8-2-4 9-1-10
1,22,Move,2-2-4,2-2-4 9-1-10
1,23,Move,4-2-2,4-2-2 9-1-10
1,24,Move,2-2-4,2-2-4 9-1-10
1,25,Move,4-2-2,4-2-2 9-1-10
1,26,Move,2-2-4,2-2-4 9-1-10
1,27,Move,4-2-2,4-2-2 9-1-10
1,28,Move,2-2-4,2-2-4 9-1-10
1,29,Move,4-2-2,4-2-2 9-1-10
1,30,Move,2-2-4,2-2-4 9-1-10
1,31,Move,4-2-2,4-2-2 9-1-10
1,32,Move,2-2-4,2-2-4 9-1-10
1,33,Move,4-2-2,4-2-2 9-1-10
1,34,Move,2-2-4,2-2-4 9-1-10
1,35,Move,4-2-2,4-2-2 9-1-10
1,36,Move,2-2-4,2-2-4 9-1-10
1,37,Move,4-2-2,4-2-2 9-1-10
1,38,Move,2-2-4,2-2-4 9-1-10
1,39,Move,4-2-2,4-2-2 9-1-10
1,40,Move,2-2-4,2-2-4 9-1-10
1,41,Move,4-2-2,4-2-2 9-1-10
1,42,Move,2-2-4,2-2-4 9-1-10
1,43,Move,4-2-2,4-2-2 9-1-10
1,44,Move,2-2-4,2-2-4 9-1-10
1,45,Move,4-2-2,4-2-2 9-1-10
1,46,Move,2-2-4,2-2-4 9-1-10
1,47,Move,4-2-2,4-2-2 9-1-10
1,48,Move,2-2-4,2-2-4 9-1-10
1,49,Move,4-2-2,4-2-2 9-1-10
1,50,Move,2-2-4,2-2-4 9-1-10
1,51,Move,4-2-2,4-2-2 9-1-10
1,52,Move,2-2-4,2-2-4 9-1-10
0,1,Move,1-1-4,1-1-4 2-1-8 3-1-10 4-1-6 6-1-3 8-1-5 9-1-7
0,2,Move,2-1-8,2-1-8 3-1-10 6-1-3 8-1-1 8-1-5 9-1-7
0,3,Move,2-1-1,2-1-1 2-1-5 3-1-10 6-1-3 8-1-2 9-1-7
0,4,Move,2-1-1,2-1-1 3-1-10 6-1-3 8-1-1 9-1-7
0,5,Move,2-1-4,2-1-4 3-1-10 6-1-3 9-1-7
0,6,Move,2-1-9,2-1-9 3-1-10 5-1-2 6-1-3 9-1-7
0,7,Move,3-1-10,3-1-10 5-1-9 6-1-3
0,8,Move,4-1-3,4-1-3 5-1-9 6-1-10
0,9,Move,5-1-9,5-1-9 6-1-10
0,10,Move,5-1-2,5-1-2 5-1-4 6-1-10
0,11,Move,5-1-2,5-1-2 5-1-3 6-1-10 7-1-5
0,12,Move,6-1-10,6-1-10 7-1-2
0,13,Move,5-1-6,5-1-6 7-1-2 9-1-6
0,14,Move,7-1-2,7-1-2
0,15,Move,7-1-3,7-1-3
0,16,Move,2-1-3,2-1-3 6-1-7 9-1-7
0,17,Move,2-2-4,2-2-4 3-1-2 6-1-7 9-1-7
0,18,Move,4-2-2,4-2-2
0,19,Draw,,
0,20,Move,2-1-3,2-1-3
0,21,Move,2-3-6,2-3-6
0,22,Move,1-1-6,1-1-6
0,23,Move,1-1-10,1-1-10
0,24,Move,1-2-3,1-2-3
0,25,Move,4-1-1,4-1-1
0,26,Move,8-1-3,8-1-3 9-1-3 10-1-3
0,27,Move,1-1-2,1-1-2 1-2-2 3-1-2 4-1-2 5-1-2 6-1-2 7-1-2 8-1-2 9-1-2 10-1-2 10-2-2
0,28,Move,2-1-1,2-1-1 4-1-1
0,29,Move,1-1-2,1-1-2 1-2-2 3-1-2 4-1-2 5-1-2 6-1-2 7-1-2 8-1-2 9-1-2 10-1-2 10-2-2
0,30,Draw,,
0,31,Move,6-1-2,6-1-2 7-1-1 8-1-2
0,32,Move,4-1-6,4-1-6 9-1-6
0,33,Move,3-1-4,3-1-4
0,34,Move,3-1-2,3-1-2
0,35,Move,2-1-3,2-1-3
0,36,Draw,,
0,37,Move,6-1-4,6-1-4
0,38,Move,6-1-1,6-1-1
0,39,Move,6-1-5,6-1-5
0,40,Move,1-2-6,1-2-6
0,41,Move,1-1-7,1-1-7 1-1-8
0,42,Move,1-1-2,1-1-2 1-1-4 1-1-7 7-1-8
0,43,Move,2-1-4,2-1-4 7-1-8
0,44,Move,7-1-8,7-1-8
0,45,Move,8-1-7,8-1-7
0,46,Draw,,
0,47,Move,8-1-7,8-1-7
0,48,Move,5-1-2,5-1-2 9-1-7 9-1-10
0,49,Move,5-2-4,5-2-4 10-1-5
0,50,Move,10-1-4,10-1-4
0,51,Move,1-1-10,1-1-10 3-1-10
0,52,Move,9-1-4,9-1-4 9-1-7 9-1-10
0,53,Move,4-1-3,4-1-3 4-1-7 4-1-10 6-1-8 8-1-1 8-1-5
0,54,Move,3-1-4,3-1-4
0,55,Draw,,
0,56,Move,7-1-2,7-1-2 10-3-7
0,57,Move,7-2-3,7-2-3 7-2-6 10-3-2
0,58,Move,3-2-6,3-2-6 8-1-7 10-3-2
0,59,Move,6-2-3,6-2-3 8-1-7 10-3-2
1,59,Move,8-1-7,6-2-3 8-1-7 10-3-2
1,60,Move,6-2-3,6-2-3 7-2-8 10-3-2
1,61,Move,3-2-6,3-2-6 7-2-8 10-3-2
2,61,Move,7-2-8,3-2-6 7-2-8 10-3-2
2,62,Move,3-2-6,3-2-6 8-2-7 10-3-2
2,63,Move,6-2-3,6-2-3 8-2-7 10-3-2
3,63,Move,8-2-7,6-2-3 8-2-7 10-3-2
4,63,Move,10-3-2,6-2-3 8-2-7 10-3-2
4,64,Move,6-2-3,6-2-3 8-2-7
4,65,Move,3-2-6,3-2-6 8-2-7
5,65,Move,8-2-7,3-2-6 8-2-7
5,66,Move,3-2-6,3-2-6 7-2-8
5,67,Move,6-2-3,6-2-3 7-2-8
6,67,Move,7-2-8,6-2-3 7-2-8
7,66,Move,7-2-8,3-2-6 7-2-8
8,64,Move,8-2-7,6-2-3 8-2-7
9,62,Move,8-2-7,3-2-6 8-2-7 10-3-2
10,62,Move,10-3-2,3-2-6 8-2-7 10-3-2
11,61,Move,10-3-2,3-2-6 7-2-8 10-3-2
12,60,Move,7-2-8,6-2-3 7-2-8 10-3-2
13,60,Move,10-3-2,6-2-3 7-2-8 10-3-2
14,59,Move,10-3-2,6-2-3 8-1-7 10-3-2
14,60,Move,6-2-3,6-2-3 8-1-7
14,61,Move,3-2-6,3-2-6 8-1-7
15,61,Move,8-1-7,3-2-6 8-1-7
16,60,Move,8-1-7,6-2-3 8-1-7
17,58,Move,8-1-7,3-2-6 8-1-7 10-3-2
18,58,Move,10-3-2,3-2-6 8-1-7 10-3-2
19,57,Move,7-2-6,7-2-3 7-2-6 10-3-2
19,58,Move,6-2-3,6-2-3 8-1-7 10-3-2
19,59,Move,3-2-6,3-2-6 8-1-7 10-3-2
20,59,Move,8-1-7,3-2-6 8-1-7 10-3-2
21,59,Move,10-3-2,3-2-6 8-1-7 10-3-2
21,60,Move,3-2-6,3-2-6 8-1-7
21,61,Move,6-2-3,6-2-3 8-1-7
22,61,Move,8-1-7,6-2-3 8-1-7
23,60,Move,8-1-7,3-2-6 8-1-7
24,58,Move,8-1-7,6-2-3 8-1-7 10-3-2
25,58,Move,10-3-2,6-2-3 8-1-7 10-3-2
26,57,Move,10-3-2,7-2-3 7-2-6 10-3-2
26,58,Move,7-2-3,7-2-3 7-2-6
27,58,Move,7-2-6,7-2-3 7-2-6
28,56,Move,10-3-7,7-1-2 10-3-7
28,57,Move,7-4-2,7-4-2
28,58,Move,7-2-3,7-2-3 7-2-6
29,58,Move,7-2-6,7-2-3 7-2-6
30,53,Move,4-1-7,4-1-3 4-1-7 4-1-10 6-1-8 8-1-1 8-1-5
30,54,Move,7-1-4,7-1-4
30,55,Draw,,
30,56,Move,7-1-2,7-1-2 10-3-7
30,57,Move,7-2-3,7-2-3 7-2-6 10-3-2
30,58,Move,3-2-6,3-2-6 8-1-7 10-3-2
30,59,Move,6-2-3,6-2-3 8-1-7 10-3-2
31,59,Move,8-1-7,6-2-3 8-1-7 10-3-2
32,59,Move,10-3-2,6-2-3 8-1-7 10-3-2
33,58,Move,8-1-7,3-2-6 8-1-7 10-3-2
34,58,Move,10-3-2,3-2-6 8-1-7 10-3-2
35,57,Move,7-2-6,7-2-3 7-2-6 10-3-2
36,57,Move,10-3-2,7-2-3 7-2-6 10-3-2
36,58,Move,7-2-3,7-2-3 7-2-6
37,58,Move,7-2-6,7-2-3 7-2-6
38,56,Move,10-3-7,7-1-2 10-3-7
38,57,Move,7-4-2,7-4-2
38,58,Move,7-2-3,7-2-3 7-2-6
39,58,Move,7-2-6,7-2-3 7-2-6
40,53,Move,4-1-10,4-1-3 4-1-7 4-1-10 6-1-8 8-1-1 8-1-5
40,54,Move,10-1-4,10-1-4
40,55,Draw,,
40,56,Move,7-1-2,7-1-2 10-3-7
40,57,Move,7-2-3,7-2-3 7-2-6 10-3-2
41,57,Move,7-2-6,7-2-3 7-2-6 10-3-2
42,57,Move,10-3-2,7-2-3 7-2-6 10-3-2
42,58,Move,7-2-3,7-2-3 7-2-6
43,58,Move,7-2-6,7-2-3 7-2-6
44,56,Move,10-3-7,7-1-2 10-3-7
44,57,Move,7-4-2,7-4-2
44,58,Move,7-2-3,7-2-3 7-2-6
45,58,Move,7-2-6,7-2-3 7-2-6
46,53,Move,6-1-8,4-1-3 4-1-7 4-1-10 6-1-8 8-1-1 8-1-5
46,54,Move,4-1-6,4-1-6 6-4-2
46,55,Move,6-5-2,6-5-2
46,56,Move,2-5-6,2-5-6
46,57,Draw,,
46,58,Move,7-1-2,7-1-2 10-3-7
46,59,Move,7-2-3,7-2-3 7-2-6 10-3-2
46,60,Move,3-2-6,3-2-6 8-1-7 10-3-2
46,61,Move,6-2-3,6-2-3 8-1-7 10-3-2
47,61,Move,8-1-7,6-2-3 8-1-7 10-3-2
47,62,Move,6-2-3,6-2-3 10-3-2
47,63,Move,3-2-6,3-2-6 10-3-2
48,63,Move,10-3-2,3-2-6 10-3-2
48,64,Move,3-2-6,3-2-6
48,65,Move,6-2-3,6-2-3
49,62,Move,10-3-2,6-2-3 10-3-2
50,61,Move,10-3-2,6-2-3 8-1-7 10-3-2
50,62,Move,6-2-3,6-2-3 8-1-7
50,63,Move,3-2-6,3-2-6 8-1-7
51,63,Move,8-1-7,3-2-6 8-1-7
52,62,Move,8-1-7,6-2-3 8-1-7
53,60,Move,8-1-7,3-2-6 8-1-7 10-3-2
54,60,Move,10-3-2,3-2-6 8-1-7 10-3-2
55,59,Move,7-2-6,7-2-3 7-2-6 10-3-2
55,60,Move,6-2-3,6-2-3 8-1-7 10-3-2
55,61,Move,3-2-6,3-2-6 8-1-7 10-3-2
56,61,Move,8-1-7,3-2-6 8-1-7 10-3-2
56,62,Move,3-2-6,3-2-6 10-3-2
56,63,Move,6-2-3,6-2-3 10-3-2
57,63,Move,10-3-2,6-2-3 10-3-2
57,64,Move,6-2-3,6-2-3
57,65,Move,3-2-6,3-2-6
58,62,Move,10-3-2,3-2-6 10-3-2
59,61,Move,10-3-2,3-2-6 8-1-7 10-3-2
59,62,Move,3-2-6,3-2-6 8-1-7
59,63,Move,6-2-3,6-2-3 8-1-7
60,63,Move,8-1-7,6-2-3 8-1-7
61,62,Move,8-1-7,3-2-6 8-1-7
62,60,Move,8-1-7,6-2-3 8-1-7 10-3-2
63,60,Move,10-3-2,6-2-3 8-1-7 10-3-2
64,59,Move,10-3-2,7-2-3 7-2-6 10-3-2
64,60,Move,7-2-3,7-2-3 7-2-6
65,60,Move,7-2-6,7-2-3 7-2-6
66,58,Move,10-3-7,7-1-2 10-3-7
66,59,Move,7-4-2,7-4-2
66,60,Move,7-2-3,7-2-3 7-2-6
67,60,Move,7-2-6,7-2-3 7-2-6
68,54,Move,6-4-2,4-1-6 6-4-2
68,55,Move,2-4-6,2-4-6 4-1-2
68,56,Draw,,
68,57,Move,7-1-2,7-1-2 10-3-7
68,58,Move,7-2-3,7-2-3 7-2-6 10-3-2
68,59,Move,3-2-6,3-2-6 8-1-7 10-3-2
68,60,Move,6-2-3,6-2-3 8-1-7 10-3-2
69,60,Move,8-1-7,6-2-3 8-1-7 10-3-2
69,61,Move,6-2-3,6-2-3 10-3-2
69,62,Move,3-2-6,3-2-6 10-3-2
70,62,Move,10-3-2,3-2-6 10-3-2
70,63,Move,3-2-6,3-2-6
70,64,Move,6-2-3,6-2-3
71,61,Move,10-3-2,6-2-3 10-3-2
72,60,Move,10-3-2,6-2-3 8-1-7 10-3-2
72,61,Move,6-2-3,6-2-3 8-1-7
72,62,Move,3-2-6,3-2-6 8-1-7
73,62,Move,8-1-7,3-2-6 8-1-7
74,61,Move,8-1-7,6-2-3 8-1-7
75,59,Move,8-1-7,3-2-6 8-1-7 10-3-2
76,59,Move,10-3-2,3-2-6 8-1-7 10-3-2
77,58,Move,7-2-6,7-2-3 7-2-6 10-3-2
77,59,Move,6-2-3,6-2-3 8-1-7 10-3-2
77,60,Move,3-2-6,3-2-6 8-1-7 10-3-2
78,60,Move,8-1-7,3-2-6 8-1-7 10-3-2
78,61,Move,3-2-6,3-2-6 10-3-2
78,62,Move,6-2-3,6-2-3 10-3-2
79,62,Move,10-3-2,6-2-3 10-3-2
79,63,Move,6-2-3,6-2-3
79,64,Move,3-2-6,3-2-6
80,61,Move,10-3-2,3-2-6 10-3-2
81,60,Move,10-3-2,3-2-6 8-1-7 10-3-2
81,61,Move,3-2-6,3-2-6 8-1-7
81,62,Move,6-2-3,6-2-3 8-1-7
82,62,Move,8-1-7,6-2-3 8-1-7
83,61,Move,8-1-7,3-2-6 8-1-7
84,59,Move,8-1-7,6-2-3 8-1-7 10-3-2
85,59,Move,10-3-2,6-2-3 8-1-7 10-3-2
86,58,Move,10-3-2,7-2-3 7-2-6 10-3-2
86,59,Move,7-2-3,7-2-3 7-2-6
87,59,Move,7-2-6,7-2-3 7-2-6
88,57,Move,10-3-7,7-1-2 10-3-7
88,58,Move,7-4-2,7-4-2
88,59,Move,7-2-3,7-2-3 7-2-6
89,59,Move,7-2-6,7-2-3 7-2-6
90,55,Move,4-1-2,2-4-6 4-1-2
90,56,Move,2-5-6,2-5-6
90,57,Move,6-5-2,6-5-2
90,58,Draw,,
90,59,Move,7-1-2,7-1-2 10-3-7
90,60,Move,7-2-3,7-2-3 7-2-6 10-3-2
90,61,Move,3-2-6,3-2-6 8-1-7 10-3-2
90,62,Move,6-2-3,6-2-3 8-1-7 10-3-2
91,62,Move,8-1-7,6-2-3 8-1-7 10-3-2
91,63,Move,6-2-3,6-2-3 10-3-2
91,64,Move,3-2-6,3-2-6 10-3-2
92,64,Move,10-3-2,3-2-6 10-3-2
92,65,Move,3-2-6,3-2-6
92,66,Move,6-2-3,6-2-3
93,63,Move,10-3-2,6-2-3 10-3-2
94,62,Move,10-3-2,6-2-3 8-1-7 10-3-2
94,63,Move,6-2-3,6-2-3 8-1-7
94,64,Move,3-2-6,3-2-6 8-1-7
95,64,Move,8-1-7,3-2-6 8-1-7
96,63,Move,8-1-7,6-2-3 8-1-7
97,61,Move,8-1-7,3-2-6 8-1-7 10-3-2
98,61,Move,10-3-2,3-2-6 8-1-7 10-3-2
99,60,Move,7-2-6,7-2-3 7-2-6 10-3-2
99,61,Move,6-2-3,6-2-3 8-1-7 10-3-2
99,62,Move,3-2-6,3-2-6 8-1-7 10-3-2
100,62,Move,8-1-7,3-2-6 8-1-7 10-3-2
100,63,Move,3-2-6,3-2-6 10-3-2
100,64,Move,6-2-3,6-2-3 10-3-2
101,64,Move,10-3-2,6-2-3 10-3-2
101,65,Move,6-2-3,6-2-3
101,66,Move,3-2-6,3-2-6
102,63,Move,10-3-2,3-2-6 10-3-2
103,62,Move,10-3-2,3-2-6 8-1-7 10-3-2
103,63,Move,3-2-6,3-2-6 8-1-7
103,64,Move,6-2-3,6-2-3 8-1-7
104,64,Move,8-1-7,6-2-3 8-1-7
105,63,Move,8-1-7,3-2-6 8-1-7
106,61,Move,8-1-7,6-2-3 8-1-7 10-3-2
107,61,Move,10-3-2,6-2-3 8-1-7 10-3-2
108,60,Move,10-3-2,7-2-3 7-2-6 10-3-2
108,61,Move,7-2-3,7-2-3 7-2-6
109,61,Move,7-2-6,7-2-3 7-2-6
110,59,Move,10-3-7,7-1-2 10-3-7
110,60,Move,7-4-2,7-4-2
110,61,Move,7-2-3,7-2-3 7-2-6
111,61,Move,7-2-6,7-2-3 7-2-6
112,53,Move,8-1-1,4-1-3 4-1-7 4-1-10 6-1-8 8-1-1 8-1-5
112,54,Move,9-1-8,9-1-8
112,55,Move,4-1-9,4-1-9
112,56,Move,6-1-1,6-1-1 9-1-4
112,57,Move,6-4-2,6-4-2 9-1-6
112,58,Move,2-4-6,2-4-6 9-1-2
112,59,Draw,,
112,60,Move,7-1-2,7-1-2 10-3-7
112,61,Move,7-2-3,7-2-3 7-2-6 10-3-2
112,62,Move,3-2-6,3-2-6 8-1-7 10-3-2
112,63,Move,6-2-3,6-2-3 8-1-7 10-3-2
113,63,Move,8-1-7,6-2-3 8-1-7 10-3-2
113,64,Move,6-2-3,6-2-3 10-3-2
113,65,Move,3-2-6,3-2-6 10-3-2
114,65,Move,10-3-2,3-2-6 10-3-2
114,66,Move,3-2-6,3-2-6
114,67,Move,6-2-3,6-2-3
115,64,Move,10-3-2,6-2-3 10-3-2
116,63,Move,10-3-2,6-2-3 8-1-7 10-3-2
116,64,Move,6-2-3,6-2-3 8-1-7
116,65,Move,3-2-6,3-2-6 8-1-7
117,65,Move,8-1-7,3-2-6 8-1-7
118,64,Move,8-1-7,6-2-3 8-1-7
119,62,Move,8-1-7,3-2-6 8-1-7 10-3-2
120,62,Move,10-3-2,3-2-6 8-1-7 10-3-2
121,61,Move,7-2-6,7-2-3 7-2-6 10-3-2
121,62,Move,6-2-3,6-2-3 8-1-7 10-3-2
121,63,Move,3-2-6,3-2-6 8-1-7 10-3-2
122,63,Move,8-1-7,3-2-6 8-1-7 10-3-2
122,64,Move,3-2-6,3-2-6 10-3-2
122,65,Move,6-2-3,6-2-3 10-3-2
123,65,Move,10-3-2,6-2-3 10-3-2
123,66,Move,6-2-3,6-2-3
123,67,Move,3-2-6,3-2-6
124,64,Move,10-3-2,3-2-6 10-3-2
125,63,Move,10-3-2,3-2-6 8-1-7 10-3-2
125,64,Move,3-2-6,3-2-6 8-1-7
125,65,Move,6-2-3,6-2-3 8-1-7
126,65,Move,8-1-7,6-2-3 8-1-7
127,64,Move,8-1-7,3-2-6 8-1-7
128,62,Move,8-1-7,6-2-3 8-1-7 10-3-2
129,62,Move,10-3-2,6-2-3 8-1-7 10-3-2
130,61,Move,10-3-2,7-2-3 7-2-6 10-3-2
130,62,Move,7-2-3,7-2-3 7-2-6
131,62,Move,7-2-6,7-2-3 7-2-6
132,60,Move,10-3-7,7-1-2 10-3-7
132,61,Move,7-4-2,7-4-2
132,62,Move,7-2-3,7-2-3 7-2-6
133,62,Move,7-2-6,7-2-3 7-2-6
134,58,Move,9-1-2,2-4-6 9-1-2
134,59,Move,2-1-9,2-1-9 2-5-6
134,60,Draw,,
134,61,Move,7-1-2,7-1-2 10-3-7
134,62,Move,7-2-3,7-2-3 7-2-6 10-3-2
134,63,Move,3-2-6,3-2-6 8-1-7 10-3-2
134,64,Move,6-2-3,6-2-3 8-1-7 10-3-2
135,64,Move,8-1-7,6-2-3 8-1-7 10-3-2
135,65,Move,6-2-3,6-2-3 10-3-2
135,66,Move,3-2-6,3-2-6 10-3-2
